alarm_id,incident_description,network_region,technology_type,severity,outage_duration,device_vendor,resolution_notes,timestamp,service_impact,alarm_type,affected_subscribers,resolution_time_minutes,recurrence_count
ALM-2024-00217,CU-DU functional split failure on 38 distributed 5G nodes in West. F1 interface went down due to transport network IP route withdrawal. Mid-haul link between CU and DU lost for 374 minutes causing complete service disruption.,East,3G-UMTS,P3-Medium,99,Huawei,Restarted affected network function instances. Applied configuration correction. Root cause analysis completed and design fix scheduled for next maintenance window.,2024-01-14T04:54:27,"VoLTE, Data Sessions, Emergency Services",Power Failure,45954,196,1
ALM-2023-00092,CU-DU functional split failure on 13 distributed 5G nodes in North. F1 interface went down due to transport network IP route withdrawal. Mid-haul link between CU and DU lost for 392 minutes causing complete service disruption.,Central,3G-UMTS,P3-Medium,73,Nokia,Implemented emergency traffic offload through carrier WiFi and small cell densification. Activated additional spectrum through dynamic frequency assignment. Permanent capacity upgrade planned.,2024-01-15T01:06:49,Video Streaming,Capacity Overload,62122,191,4
ALM-2023-00118,5G NR SA core network experiencing PDU session establishment failures in North. UPF processing latency spiked to 197ms. Affected 12017 IoT devices unable to connect. SMF logs show session binding errors correlated with UPF software defect #SW-93747.,East,MPLS,P2-High,15,Juniper,Implemented emergency traffic offload through carrier WiFi and small cell densification. Activated additional spectrum through dynamic frequency assignment. Permanent capacity upgrade planned.,2024-01-17T03:50:46,IoT Connectivity,Sync Loss,72699,39,5
ALM-2024-00280,LTE PDCP integrity protection mismatch on Juniper eNodeBs after security patch. UE contexts being dropped at RRC reconfiguration phase. 40 cells impacted in North. Hotfix deployment required to restore normal operations.,East,4G-LTE,P2-High,28,Ericsson,Restored fiber cut using emergency splice. Reconfigured DWDM parameters. Implemented enhanced physical layer monitoring with OTDR alerts. SLA credit issued to affected customers.,2024-01-17T16:37:17,"Video Streaming, Roaming Services",Power Failure,1149,69,1
ALM-2025-00482,Segment routing MPLS path computation failure in East SR-TE domain. PCE-server connectivity lost due to TLS certificate expiry. 35 critical traffic classes losing QoS guarantees. Enterprise SLA breached.,West,4G-LTE,P3-Medium,50,Juniper,Implemented emergency traffic offload through carrier WiFi and small cell densification. Activated additional spectrum through dynamic frequency assignment. Permanent capacity upgrade planned.,2024-01-18T23:31:27,"Enterprise VPN, Data Sessions, Video Streaming",Software Bug,35534,90,1
ALM-2023-00088,ISIS adjacency loss between South P-routers after planned IOS-XR upgrade. SPF recalculation loop detected causing micro-burst packet loss. ECMP paths became unequal triggering traffic imbalance across 44 interfaces.,North,5G-NR,P1-Critical,160,Ericsson,Implemented emergency traffic offload through carrier WiFi and small cell densification. Activated additional spectrum through dynamic frequency assignment. Permanent capacity upgrade planned.,2024-01-23T20:07:16,SMS,Interference,152935,440,1
ALM-2025-00496,Core network signaling storm from 24 IoT devices in West entering simultaneous TAU cycles. MME/AMF overloaded causing 41% attach rejection rate. Emergency rate limiting applied to prevent total core collapse.,Central,MPLS,P3-Medium,89,Huawei,Restored fiber cut using emergency splice. Reconfigured DWDM parameters. Implemented enhanced physical layer monitoring with OTDR alerts. SLA credit issued to affected customers.,2024-01-24T07:04:51,SMS,Power Failure,42746,125,4
ALM-2024-00343,MPLS LDP session flap on core router in Central causing traffic blackhole for 253 minutes. 47 L3VPN tunnels re-converging after IGP topology change. BGP prefix withdrawal storm affected enterprise customers during reconvergence.,Central,SD-WAN,P3-Medium,109,Cisco,Re-established PTP synchronization chain using backup grandmaster. Deployed additional GNSS antennas for redundancy. Updated synchronization monitoring dashboards.,2024-01-26T18:10:00,"Emergency Services, Video Streaming, IoT Connectivity",Capacity Overload,66522,130,3
ALM-2024-00278,Battery backup degradation on 5 South BTS sites. Float charge voltage below threshold causing premature cutoff during grid outage. Preventive maintenance schedule requires immediate overhaul of UPS systems.,East,5G-NR,P4-Low,11,Ericsson,Implemented emergency traffic offload through carrier WiFi and small cell densification. Activated additional spectrum through dynamic frequency assignment. Permanent capacity upgrade planned.,2024-01-27T10:06:57,"Emergency Services, Roaming Services",Authentication Failure,4660,21,7
ALM-2025-00467,N2/N3 interface congestion between South gNBs and AMF cluster. 42 sites showing SCTP association failures. Emergency handover to 4G-LTE fallback activated. Traffic load balancing misconfiguration identified as probable cause.,South,MPLS,P2-High,63,Cisco,Implemented emergency traffic offload through carrier WiFi and small cell densification. Activated additional spectrum through dynamic frequency assignment. Permanent capacity upgrade planned.,2024-01-27T13:51:02,"Emergency Services, Roaming Services",Sync Loss,75468,172,7
ALM-2023-00176,GNSS antenna failure on North primary timing reference. Backup BITS/SSU clock source activated. Stratum level degraded from 1 to 3. 16 dependent 5G sites at risk of air interface synchronization failure.,Central,MPLS,P1-Critical,25,Juniper,Restored BGP route advertisements on backhaul routers. Reset SCTP associations to AMF. Implemented route dampening to prevent future flapping. Added monitoring alerts for BGP state changes.,2024-01-28T07:33:01,"Video Streaming, Data Sessions",Power Failure,137052,66,3
ALM-2024-00339,Fiber cut on backbone ring between Central hub and metro aggregation node. APS (Automatic Protection Switching) triggered but secondary path showing 377ms additional latency. 30 enterprise circuits and 36005 mobile subscribers affected on dependent transport.,South,3G-UMTS,P3-Medium,104,Ericsson,Executed rollback of misconfigured ACL policies via out-of-band management. Implemented pre-deployment validation checks in CI/CD pipeline. Change freeze applied.,2024-02-06T17:08:09,"Voice Calls, IoT Connectivity",Power Failure,50541,295,0
ALM-2024-00246,5G NR SA core network experiencing PDU session establishment failures in Central. UPF processing latency spiked to 52ms. Affected 57919 IoT devices unable to connect. SMF logs show session binding errors correlated with UPF software defect #SW-92266.,South,3G-UMTS,P2-High,79,Juniper,Rolled back firmware to previous stable version 21.Q4. Reconfigured AMF pool settings per vendor guidelines. Performed progressive site-by-site upgrade with validation checkpoints. Full service restored.,2024-02-08T18:18:53,"Data Sessions, VoLTE, Video Streaming",Link Down,35203,130,1
ALM-2025-00408,Fiber cut on backbone ring between Central hub and metro aggregation node. APS (Automatic Protection Switching) triggered but secondary path showing 463ms additional latency. 20 enterprise circuits and 5925 mobile subscribers affected on dependent transport.,North,5G-NR,P1-Critical,233,Cisco,Implemented emergency traffic offload through carrier WiFi and small cell densification. Activated additional spectrum through dynamic frequency assignment. Permanent capacity upgrade planned.,2024-02-10T20:17:08,"VoLTE, IoT Connectivity",Interference,125643,533,5
ALM-2024-00292,CSFB (Circuit Switched Fallback) failure rate spike in East — 83% failure observed. MSC-S unreachable from 18 eNodeBs due to SS7 link congestion. Voice call setup failure affected 3496 subscribers during peak hours.,East,4G-LTE,P3-Medium,16,Cisco,Executed rollback of misconfigured ACL policies via out-of-band management. Implemented pre-deployment validation checks in CI/CD pipeline. Change freeze applied.,2024-02-15T17:52:00,IoT Connectivity,Sync Loss,16700,30,1
ALM-2025-00409,5G NR SA core network experiencing PDU session establishment failures in South. UPF processing latency spiked to 195ms. Affected 34455 IoT devices unable to connect. SMF logs show session binding errors correlated with UPF software defect #SW-97164.,North,4G-LTE,P2-High,76,Huawei,Executed RF parameter optimization using SON toolset. Adjusted antenna tilt by 9 degrees. Activated neighbor cell load balancing. Service KPIs returned to baseline within 329 minutes.,2024-02-18T07:08:54,"Enterprise VPN, VoLTE",Hardware Failure,53642,83,1
ALM-2023-00029,BGP route policy misconfiguration in Central caused 46K prefixes to be inadvertently withdrawn. Internet traffic blackholed for 163 minutes. Customer escalations: 27815 broadband users reported total connectivity loss.,Central,SD-WAN,P4-Low,8,Huawei,Executed RF parameter optimization using SON toolset. Adjusted antenna tilt by 13 degrees. Activated neighbor cell load balancing. Service KPIs returned to baseline within 106 minutes.,2024-02-20T05:38:24,Voice Calls,Transport Failure,10080,12,5
ALM-2024-00296,DWDM wavelength drift detected on West fiber span kilometer 261. OSNR degraded below threshold causing FEC errors to spike. Amplifier gain tilt compensation adjusted but optical power margin remains critically low.,South,5G-NR,P3-Medium,20,Huawei,Rolled back firmware to previous stable version 19.Q2. Reconfigured AMF pool settings per vendor guidelines. Performed progressive site-by-site upgrade with validation checkpoints. Full service restored.,2024-02-20T15:07:21,"Roaming Services, Enterprise VPN, SMS",Transport Failure,16555,47,8
ALM-2025-00455,5G NR SA core network experiencing PDU session establishment failures in Central. UPF processing latency spiked to 92ms. Affected 102292 IoT devices unable to connect. SMF logs show session binding errors correlated with UPF software defect #SW-66856.,North,3G-UMTS,P3-Medium,93,Juniper,Executed rollback of misconfigured ACL policies via out-of-band management. Implemented pre-deployment validation checks in CI/CD pipeline. Change freeze applied.,2024-02-21T15:22:57,Enterprise VPN,Authentication Failure,10446,187,0
ALM-2025-00478,PTP/IEEE-1588 grandmaster clock failure in Central synchronization hierarchy. Holdover mode activated on 33 slave clocks. Phase error accumulating at 67 ns/s. 5G NR TDD frame alignment at risk after 245 minutes without reference.,Central,SD-WAN,P2-High,121,Ericsson,Restored BGP route advertisements on backhaul routers. Reset SCTP associations to AMF. Implemented route dampening to prevent future flapping. Added monitoring alerts for BGP state changes.,2024-02-24T16:54:20,"Enterprise VPN, Video Streaming, Voice Calls",Software Bug,122678,294,0
ALM-2023-00066,DWDM wavelength drift detected on South fiber span kilometer 444. OSNR degraded below threshold causing FEC errors to spike. Amplifier gain tilt compensation adjusted but optical power margin remains critically low.,Central,3G-UMTS,P4-Low,22,Huawei,Restarted affected network function instances. Applied configuration correction. Root cause analysis completed and design fix scheduled for next maintenance window.,2024-03-02T14:23:44,Video Streaming,Link Down,40399,59,3
ALM-2023-00013,CU-DU functional split failure on 10 distributed 5G nodes in West. F1 interface went down due to transport network IP route withdrawal. Mid-haul link between CU and DU lost for 204 minutes causing complete service disruption.,West,Fiber,P4-Low,12,Nokia,Implemented emergency traffic offload through carrier WiFi and small cell densification. Activated additional spectrum through dynamic frequency assignment. Permanent capacity upgrade planned.,2024-03-02T18:44:05,Enterprise VPN,Sync Loss,33520,36,6
ALM-2024-00334,CSFB (Circuit Switched Fallback) failure rate spike in Central — 83% failure observed. MSC-S unreachable from 9 eNodeBs due to SS7 link congestion. Voice call setup failure affected 23422 subscribers during peak hours.,Central,SD-WAN,P4-Low,22,Huawei,Re-established PTP synchronization chain using backup grandmaster. Deployed additional GNSS antennas for redundancy. Updated synchronization monitoring dashboards.,2024-03-05T08:08:29,VoLTE,Link Down,7048,63,5
